# 30
# 191 ./MegaCam.u_1 0 2
3310  0  2
3320  0.00415769  2
3325  0.00604984  2
3330  0.00867815  2
3335  0.0123877  2
3340  0.0174045  2
3345  0.0241959  2
3350  0.03281  2
3355  0.0428621  2
3360  0.053912  2
3365  0.0654164  2
3370  0.0765604  2
3375  0.0877528  2
3380  0.0974921  2
3385  0.105302  2
3390  0.110881  2
3395  0.114237  2
3400  0.116109  2
3405  0.117137  2
3410  0.117632  2
3415  0.117407  2
3420  0.117517  2
3425  0.11796  2
3430  0.118397  2
3435  0.118779  2
3440  0.119718  2
3445  0.123325  2
3450  0.128731  2
3455  0.135383  2
3460  0.142749  2
3465  0.149145  2
3470  0.153448  2
3475  0.155118  2
3480  0.15455  2
3485  0.152108  2
3490  0.149798  2
3495  0.150747  2
3500  0.154259  2
3505  0.158812  2
3510  0.16408  2
3515  0.168762  2
3520  0.172403  2
3525  0.174939  2
3530  0.177052  2
3535  0.179246  2
3540  0.181689  2
3545  0.184602  2
3550  0.187083  2
3555  0.188681  2
3560  0.188869  2
3565  0.188099  2
3570  0.185614  2
3575  0.1819  2
3580  0.176881  2
3585  0.171481  2
3590  0.167218  2
3595  0.165397  2
3600  0.167326  2
3605  0.173083  2
3610  0.181273  2
3615  0.189367  2
3620  0.19629  2
3625  0.201448  2
3630  0.205335  2
3635  0.20847  2
3640  0.211088  2
3645  0.212898  2
3650  0.21358  2
3655  0.212261  2
3660  0.210311  2
3665  0.208583  2
3670  0.207383  2
3675  0.205829  2
3680  0.202717  2
3685  0.196804  2
3690  0.188302  2
3695  0.1799  2
3700  0.173813  2
3705  0.172843  2
3710  0.177237  2
3715  0.184592  2
3720  0.192382  2
3725  0.197019  2
3730  0.199086  2
3735  0.199501  2
3740  0.199569  2
3745  0.200641  2
3750  0.20137  2
3755  0.201089  2
3760  0.200782  2
3765  0.202529  2
3770  0.208519  2
3775  0.218745  2
3780  0.231985  2
3785  0.244283  2
3790  0.252382  2
3795  0.25616  2
3800  0.257757  2
3805  0.260253  2
3810  0.266141  2
3815  0.275088  2
3820  0.28566  2
3825  0.295223  2
3830  0.303744  2
3835  0.310001  2
3840  0.315153  2
3845  0.319166  2
3850  0.321634  2
3855  0.322452  2
3860  0.321263  2
3865  0.31927  2
3870  0.316019  2
3875  0.311835  2
3880  0.305944  2
3885  0.299146  2
3890  0.292666  2
3895  0.287727  2
3900  0.286496  2
3905  0.288453  2
3910  0.292968  2
3915  0.298374  2
3920  0.30211  2
3925  0.303708  2
3930  0.303578  2
3935  0.303406  2
3940  0.304537  2
3945  0.307831  2
3950  0.312919  2
3955  0.31847  2
3960  0.324066  2
3965  0.328815  2
3970  0.332698  2
3975  0.33479  2
3980  0.336437  2
3985  0.337177  2
3990  0.337453  2
3995  0.338169  2
4000  0.338416  2
4005  0.338768  2
4010  0.338647  2
4015  0.337598  2
4020  0.33559  2
4025  0.333075  2
4030  0.331487  2
4035  0.33085  2
4040  0.333078  2
4045  0.336726  2
4050  0.34136  2
4055  0.345056  2
4060  0.345854  2
4065  0.344173  2
4070  0.338553  2
4075  0.330924  2
4080  0.32126  2
4085  0.310531  2
4090  0.298228  2
4095  0.283873  2
4100  0.266902  2
4105  0.24749  2
4110  0.225966  2
4115  0.203314  2
4120  0.181055  2
4125  0.159699  2
4130  0.139761  2
4135  0.121256  2
4140  0.105213  2
4145  0.0906203  2
4150  0.0780091  2
4155  0.0668809  2
4160  0.0577606  2
4165  0.0496269  2
4170  0.0424903  2
4175  0.036879  2
4180  0.031761  2
4185  0.0276621  2
4190  0.0240665  2
4195  0.0209802  2
4200  0.0178781  2
4205  0.0158253  2
4210  0.0137592  2
4215  0.0122096  2
4220  0.0106502  2
4225  0.00908078  2
4230  0.00803734  2
4235  0.0069878  2
4240  0.00647072  2
4245  0.00540911  2
4250  0.00488339  2
4255  0.00435469  2
4260  0.00382253  2
4270  0  2
# 41 ./MegaCam.u 0 3
3150  0  3
3160  0.00658686  3
3180  0.0130445  3
3200  0.0240649  3
3220  0.0353839  3
3250  0.0554655  3
3270  0.0752053  3
3290  0.0949453  3
3310  0.106971  3
3330  0.122581  3
3360  0.138299  3
3380  0.14494  3
3400  0.154748  3
3420  0.167615  3
3450  0.18488  3
3470  0.192966  3
3490  0.201963  3
3510  0.21069  3
3530  0.218291  3
3560  0.231365  3
3580  0.239709  3
3600  0.247768  3
3620  0.259277  3
3640  0.271712  3
3670  0.291371  3
3690  0.301265  3
3710  0.314499  3
3730  0.326844  3
3750  0.338074  3
3780  0.356504  3
3800  0.367694  3
3820  0.376123  3
3840  0.386599  3
3860  0.396963  3
3890  0.411466  3
3910  0.419968  3
3930  0.427615  3
3950  0.415824  3
3970  0.249148  3
4000  0.0196986  3
4010  0  3
# 161 ./HSC.g 0 4
3950  0  4
3960  0.0104426  4
